Time	/Joint/Root X	/Joint/Root Y	/Joint/Root Z	/Joint/Root 长度	/Joint/Root v(X)	/Joint/Root v(Y)	/Joint/Root v(Z)	/Joint/Root v(绝对值)	/Joint/Root a(X)	/Joint/Root a(Y)	/Joint/Root a(Z)	/Joint/Root a(绝对值)	/Joint/Hip/Right X	/Joint/Hip/Right Y	/Joint/Hip/Right Z	/Joint/Hip/Right 长度	/Joint/Hip/Right v(X)	/Joint/Hip/Right v(Y)	/Joint/Hip/Right v(Z)	/Joint/Hip/Right v(绝对值)	/Joint/Hip/Right a(X)	/Joint/Hip/Right a(Y)	/Joint/Hip/Right a(Z)	/Joint/Hip/Right a(绝对值)	/Joint/Knee/Right X	/Joint/Knee/Right Y	/Joint/Knee/Right Z	/Joint/Knee/Right 长度	/Joint/Knee/Right v(X)	/Joint/Knee/Right v(Y)	/Joint/Knee/Right v(Z)	/Joint/Knee/Right v(绝对值)	/Joint/Knee/Right a(X)	/Joint/Knee/Right a(Y)	/Joint/Knee/Right a(Z)	/Joint/Knee/Right a(绝对值)	/Joint/Ankle/Right X	/Joint/Ankle/Right Y	/Joint/Ankle/Right Z	/Joint/Ankle/Right 长度	/Joint/Ankle/Right v(X)	/Joint/Ankle/Right v(Y)	/Joint/Ankle/Right v(Z)	/Joint/Ankle/Right v(绝对值)	/Joint/Ankle/Right a(X)	/Joint/Ankle/Right a(Y)	/Joint/Ankle/Right a(Z)	/Joint/Ankle/Right a(绝对值)	/Joint/Hip/Left X	/Joint/Hip/Left Y	/Joint/Hip/Left Z	/Joint/Hip/Left 长度	/Joint/Hip/Left v(X)	/Joint/Hip/Left v(Y)	/Joint/Hip/Left v(Z)	/Joint/Hip/Left v(绝对值)	/Joint/Hip/Left a(X)	/Joint/Hip/Left a(Y)	/Joint/Hip/Left a(Z)	/Joint/Hip/Left a(绝对值)	/Joint/Knee/Left X	/Joint/Knee/Left Y	/Joint/Knee/Left Z	/Joint/Knee/Left 长度	/Joint/Knee/Left v(X)	/Joint/Knee/Left v(Y)	/Joint/Knee/Left v(Z)	/Joint/Knee/Left v(绝对值)	/Joint/Knee/Left a(X)	/Joint/Knee/Left a(Y)	/Joint/Knee/Left a(Z)	/Joint/Knee/Left a(绝对值)	/Joint/Ankle/Left X	/Joint/Ankle/Left Y	/Joint/Ankle/Left Z	/Joint/Ankle/Left 长度	/Joint/Ankle/Left v(X)	/Joint/Ankle/Left v(Y)	/Joint/Ankle/Left v(Z)	/Joint/Ankle/Left v(绝对值)	/Joint/Ankle/Left a(X)	/Joint/Ankle/Left a(Y)	/Joint/Ankle/Left a(Z)	/Joint/Ankle/Left a(绝对值)	/Joint/Pelvis X	/Joint/Pelvis Y	/Joint/Pelvis Z	/Joint/Pelvis 长度	/Joint/Pelvis v(X)	/Joint/Pelvis v(Y)	/Joint/Pelvis v(Z)	/Joint/Pelvis v(绝对值)	/Joint/Pelvis a(X)	/Joint/Pelvis a(Y)	/Joint/Pelvis a(Z)	/Joint/Pelvis a(绝对值)	/Joint/Torso X	/Joint/Torso Y	/Joint/Torso Z	/Joint/Torso 长度	/Joint/Torso v(X)	/Joint/Torso v(Y)	/Joint/Torso v(Z)	/Joint/Torso v(绝对值)	/Joint/Torso a(X)	/Joint/Torso a(Y)	/Joint/Torso a(Z)	/Joint/Torso a(绝对值)	/Joint/Shoulder/Right X	/Joint/Shoulder/Right Y	/Joint/Shoulder/Right Z	/Joint/Shoulder/Right 长度	/Joint/Shoulder/Right v(X)	/Joint/Shoulder/Right v(Y)	/Joint/Shoulder/Right v(Z)	/Joint/Shoulder/Right v(绝对值)	/Joint/Shoulder/Right a(X)	/Joint/Shoulder/Right a(Y)	/Joint/Shoulder/Right a(Z)	/Joint/Shoulder/Right a(绝对值)	/Joint/Elbow/Right X	/Joint/Elbow/Right Y	/Joint/Elbow/Right Z	/Joint/Elbow/Right 长度	/Joint/Elbow/Right v(X)	/Joint/Elbow/Right v(Y)	/Joint/Elbow/Right v(Z)	/Joint/Elbow/Right v(绝对值)	/Joint/Elbow/Right a(X)	/Joint/Elbow/Right a(Y)	/Joint/Elbow/Right a(Z)	/Joint/Elbow/Right a(绝对值)	/Joint/Wrist/Right X	/Joint/Wrist/Right Y	/Joint/Wrist/Right Z	/Joint/Wrist/Right 长度	/Joint/Wrist/Right v(X)	/Joint/Wrist/Right v(Y)	/Joint/Wrist/Right v(Z)	/Joint/Wrist/Right v(绝对值)	/Joint/Wrist/Right a(X)	/Joint/Wrist/Right a(Y)	/Joint/Wrist/Right a(Z)	/Joint/Wrist/Right a(绝对值)	/Joint/Shoulder/Left X	/Joint/Shoulder/Left Y	/Joint/Shoulder/Left Z	/Joint/Shoulder/Left 长度	/Joint/Shoulder/Left v(X)	/Joint/Shoulder/Left v(Y)	/Joint/Shoulder/Left v(Z)	/Joint/Shoulder/Left v(绝对值)	/Joint/Shoulder/Left a(X)	/Joint/Shoulder/Left a(Y)	/Joint/Shoulder/Left a(Z)	/Joint/Shoulder/Left a(绝对值)	/Joint/Elbow/Left X	/Joint/Elbow/Left Y	/Joint/Elbow/Left Z	/Joint/Elbow/Left 长度	/Joint/Elbow/Left v(X)	/Joint/Elbow/Left v(Y)	/Joint/Elbow/Left v(Z)	/Joint/Elbow/Left v(绝对值)	/Joint/Elbow/Left a(X)	/Joint/Elbow/Left a(Y)	/Joint/Elbow/Left a(Z)	/Joint/Elbow/Left a(绝对值)	/Joint/Wrist/Left X	/Joint/Wrist/Left Y	/Joint/Wrist/Left Z	/Joint/Wrist/Left 长度	/Joint/Wrist/Left v(X)	/Joint/Wrist/Left v(Y)	/Joint/Wrist/Left v(Z)	/Joint/Wrist/Left v(绝对值)	/Joint/Wrist/Left a(X)	/Joint/Wrist/Left a(Y)	/Joint/Wrist/Left a(Z)	/Joint/Wrist/Left a(绝对值)	/Joint/Neck X	/Joint/Neck Y	/Joint/Neck Z	/Joint/Neck 长度	/Joint/Neck v(X)	/Joint/Neck v(Y)	/Joint/Neck v(Z)	/Joint/Neck v(绝对值)	/Joint/Neck a(X)	/Joint/Neck a(Y)	/Joint/Neck a(Z)	/Joint/Neck a(绝对值)	/Joint/Skullbase X	/Joint/Skullbase Y	/Joint/Skullbase Z	/Joint/Skullbase 长度	/Joint/Skullbase v(X)	/Joint/Skullbase v(Y)	/Joint/Skullbase v(Z)	/Joint/Skullbase v(绝对值)	/Joint/Skullbase a(X)	/Joint/Skullbase a(Y)	/Joint/Skullbase a(Z)	/Joint/Skullbase a(绝对值)	/Joint/Spine/Low X	/Joint/Spine/Low Y	/Joint/Spine/Low Z	/Joint/Spine/Low 长度	/Joint/Spine/Low v(X)	/Joint/Spine/Low v(Y)	/Joint/Spine/Low v(Z)	/Joint/Spine/Low v(绝对值)	/Joint/Spine/Low a(X)	/Joint/Spine/Low a(Y)	/Joint/Spine/Low a(Z)	/Joint/Spine/Low a(绝对值)	/Joint/Spine/High X	/Joint/Spine/High Y	/Joint/Spine/High Z	/Joint/Spine/High 长度	/Joint/Spine/High v(X)	/Joint/Spine/High v(Y)	/Joint/Spine/High v(Z)	/Joint/Spine/High v(绝对值)	/Joint/Spine/High a(X)	/Joint/Spine/High a(Y)	/Joint/Spine/High a(Z)	/Joint/Spine/High a(绝对值)	/Joint/Clavicular/Right X	/Joint/Clavicular/Right Y	/Joint/Clavicular/Right Z	/Joint/Clavicular/Right 长度	/Joint/Clavicular/Right v(X)	/Joint/Clavicular/Right v(Y)	/Joint/Clavicular/Right v(Z)	/Joint/Clavicular/Right v(绝对值)	/Joint/Clavicular/Right a(X)	/Joint/Clavicular/Right a(Y)	/Joint/Clavicular/Right a(Z)	/Joint/Clavicular/Right a(绝对值)	/Joint/Clavicular/Left X	/Joint/Clavicular/Left Y	/Joint/Clavicular/Left Z	/Joint/Clavicular/Left 长度	/Joint/Clavicular/Left v(X)	/Joint/Clavicular/Left v(Y)	/Joint/Clavicular/Left v(Z)	/Joint/Clavicular/Left v(绝对值)	/Joint/Clavicular/Left a(X)	/Joint/Clavicular/Left a(Y)	/Joint/Clavicular/Left a(Z)	/Joint/Clavicular/Left a(绝对值)	/Joint/Midfoot/Right X	/Joint/Midfoot/Right Y	/Joint/Midfoot/Right Z	/Joint/Midfoot/Right 长度	/Joint/Midfoot/Right v(X)	/Joint/Midfoot/Right v(Y)	/Joint/Midfoot/Right v(Z)	/Joint/Midfoot/Right v(绝对值)	/Joint/Midfoot/Right a(X)	/Joint/Midfoot/Right a(Y)	/Joint/Midfoot/Right a(Z)	/Joint/Midfoot/Right a(绝对值)	/Joint/Midfoot/Left X	/Joint/Midfoot/Left Y	/Joint/Midfoot/Left Z	/Joint/Midfoot/Left 长度	/Joint/Midfoot/Left v(X)	/Joint/Midfoot/Left v(Y)	/Joint/Midfoot/Left v(Z)	/Joint/Midfoot/Left v(绝对值)	/Joint/Midfoot/Left a(X)	/Joint/Midfoot/Left a(Y)	/Joint/Midfoot/Left a(Z)	/Joint/Midfoot/Left a(绝对值)
	109000	109000	109000	203563	203565	203567	203569	203574	203579	203581	203583	203588	109001	109001	109001	203593	203595	203597	203599	203604	203609	203611	203613	203618	109002	109002	109002	203623	203625	203627	203629	203634	203639	203641	203643	203648	109003	109003	109003	203653	203655	203657	203659	203664	203669	203671	203673	203678	109004	109004	109004	203683	203685	203687	203689	203694	203699	203701	203703	203708	109005	109005	109005	203713	203715	203717	203719	203724	203729	203731	203733	203738	109006	109006	109006	203743	203745	203747	203749	203754	203759	203761	203763	203768	109007	109007	109007	203773	203775	203777	203779	203784	203789	203791	203793	203798	109008	109008	109008	203803	203805	203807	203809	203814	203819	203821	203823	203828	109009	109009	109009	203833	203835	203837	203839	203844	203849	203851	203853	203858	109010	109010	109010	203863	203865	203867	203869	203874	203879	203881	203883	203888	109011	109011	109011	203893	203895	203897	203899	203904	203909	203911	203913	203918	109012	109012	109012	203923	203925	203927	203929	203934	203939	203941	203943	203948	109013	109013	109013	203953	203955	203957	203959	203964	203969	203971	203973	203978	109014	109014	109014	203983	203985	203987	203989	203994	203999	204001	204003	204008	109015	109015	109015	204013	204015	204017	204019	204024	204029	204031	204033	204038	109016	109016	109016	204043	204045	204047	204049	204054	204059	204061	204063	204068	109018	109018	109018	204073	204075	204077	204079	204084	204089	204091	204093	204098	109028	109028	109028	204103	204105	204107	204109	204114	204119	204121	204123	204128	109029	109029	109029	204133	204135	204137	204139	204144	204149	204151	204153	204158	109030	109030	109030	204163	204165	204167	204169	204174	204179	204181	204183	204188	109053	109053	109053	204193	204195	204197	204199	204204	204209	204211	204213	204218	109056	109056	109056	204223	204225	204227	204229	204234	204239	204241	204243	204248
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600	0.00555600
0.000000	-0.07150250	-0.15465155	2.93843627	0.00000000	1.77229190	5.12310171	-2.58744001	6.00683260	-114.40113068	-261.97473145	330.16036987	-340.59094238	0.32431948	0.15239909	2.76141143	0.00000000	-0.72976321	-0.36861405	4.78031158	4.84972286	-3.61391115	40.11462021	-78.25141144	-74.78535461	0.21884085	-0.23197387	2.73489928	0.00000000	0.71565032	-1.58336174	4.53517723	4.85664749	-55.53610992	-25.86518478	-80.86396027	-69.53437805	0.16098633	0.05855360	2.74268508	0.00000000	-11.09892082	2.40523338	-0.90308183	11.39239883	645.10913086	-96.27600098	2.02301741	-639.47448730	-0.32922119	-0.00376947	3.09079981	0.00000000	-0.53341067	-0.86733860	-0.66039330	1.21364021	14.89391899	295.79980469	136.80682373	64.10774994	-0.29561469	-0.02849431	3.10546422	0.00000000	7.69827461	1.48570085	-94.50656128	94.83122253	175.41712952	-97.00070190	-677.54541016	2060.45239258	-0.14548610	0.16668212	3.00786543	0.00000000	8.03593922	-0.69710743	2.30659914	8.38943863	-583.58526611	6.76300430	-1.06934357	-512.89166260	-0.07150250	-0.15465155	2.93843627	0.00000000	1.77229190	5.12310171	-2.58744001	6.00683260	-114.40113068	-261.97473145	330.16036987	-340.59094238	-0.16670407	-0.10328720	2.88357973	0.00000000	0.83597404	-1.35873032	-2.38672638	2.87079477	-79.21305847	83.72320557	254.71313477	-225.27644348	0.27016932	-0.30185598	2.70181513	0.00000000	8.56372643	22.25425148	-6.46313572	24.70549011	-574.13757324	-1223.42285156	225.71411133	-1349.92919922	0.31711483	0.13351656	2.76641631	0.00000000	5.06086683	-5.48970509	-8.94992638	11.65548897	-176.40373230	1057.23474121	379.83990479	-409.14010620	0.13363871	0.31754851	2.77740932	0.00000000	-29.26837540	26.46891975	-3.93937731	39.65803909	2804.76806641	-1229.03784180	273.06744385	-2539.59570313	-0.57395267	-0.29500934	2.06332445	0.00000000	2.84957218	11.59813023	-2.91371727	12.29334927	-133.63507080	-773.13305664	913.79370117	-545.30181885	-0.08479682	0.38937023	1.98496211	0.00000000	-0.81023496	2.52424955	-4.68256521	5.38095999	75.28490448	306.05957031	919.33154297	106.66885376	-0.02024249	0.11704511	1.88746917	0.00000000	-5.36016750	-23.44924355	-2.68572402	24.20354271	-226.06167603	877.08477783	1217.81359863	-639.77343750	-0.22327867	-0.42861697	2.78200936	0.00000000	-0.34200108	1.28782892	-2.81309986	3.11271572	-144.92236328	-164.76492310	-227.87239075	215.68612671	-0.23834580	-0.32312712	2.80616522	0.00000000	-1.67060983	-4.81215906	-4.25806332	6.63919544	135.70730591	156.42558289	-459.59609985	263.29434204	-0.17831448	-0.10897531	2.83258295	0.00000000	0.00799122	-1.76401424	-2.18425369	2.80762792	-48.65294266	59.66665649	178.97689819	-158.41601563	-0.18384793	-0.15163054	2.78253984	0.00000000	0.89278769	0.45770496	-1.95403099	2.19654274	-113.03731537	-176.24501038	102.75867462	-89.97413635	0.13528723	-0.30268538	2.67035127	0.00000000	0.89893913	12.70035172	-5.16207790	13.73878002	-359.36120605	-728.98431396	478.92669678	-777.00354004	-0.71285659	-0.23439097	2.66434693	0.00000000	0.22107613	9.98203182	8.44566727	13.07742882	117.34366608	-840.61914063	-405.24288940	-823.02697754	0.08791951	0.07710211	2.84052229	0.00000000	-12.18164635	-3.69763565	4.73613358	13.58292961	821.65063477	90.65768433	-288.82513428	-832.17810059	-0.05474456	0.11306258	2.89078498	0.00000000	7.96092796	-4.33338881	-3.07008123	9.56974602	-552.56610107	98.00709534	442.89990234	-524.33154297
0.005556	-0.06327901	-0.12093671	2.91718268	0.04069436	1.15239584	3.72380996	-0.81178665	3.98167992	-100.30294037	-226.65408325	216.92733765	-267.82406616	0.32051975	0.14818931	2.78933883	0.02849737	-0.74228543	-0.20497426	4.37950706	4.44669390	6.80641890	36.43006134	-102.64650726	-101.75957489	0.22410859	-0.24088743	2.76144028	0.02848903	0.42762691	-1.76000786	4.11420393	4.49523830	-40.26243210	9.80135632	-100.40656281	-99.83974457	0.08150359	0.08122281	2.73847342	0.08275951	-7.61443710	1.75293481	-0.81957519	7.85647106	489.71063232	-67.73252106	3.19271827	-482.97048950	-0.33377340	-0.02104337	3.08285356	0.01955129	-0.47607583	0.71155745	0.08728289	0.86056989	22.62273407	195.53674316	52.28158951	52.60371399	-0.31134850	-0.02491981	3.09546828	0.01898021	10.11742878	1.23523402	-112.34233856	112.80376434	-210.40867615	-129.14768982	2769.84228516	-2067.69799805	-0.08181141	0.16112410	3.02078152	0.06520876	4.85093880	-0.57814056	2.35451388	5.42306089	-432.34811401	-19.63785744	-48.36017227	-377.64968872	-0.06327901	-0.12093671	2.91718268	0.04069436	1.15239584	3.72380996	-0.81178665	3.98167992	-100.30294037	-226.65408325	216.92733765	-267.82406616	-0.16762233	-0.11572248	2.86398172	0.02322846	0.47975418	-0.87013149	-0.98553711	1.39949143	-80.05929565	70.07365417	173.33341980	-135.61566162	0.32850897	-0.13188478	2.63519192	0.19165692	5.40026951	15.60379982	-5.22796202	17.31973076	-428.47741699	-869.78106689	164.01206970	-959.97326660	0.34264717	0.06238995	2.67925835	0.11535773	4.00264645	0.01674236	-6.88878298	7.96723223	-146.21926880	781.71258545	272.26589966	-208.29061890	-0.10555162	0.48014703	2.70989037	0.29700017	-14.31733894	19.68197060	-2.54755330	24.47153854	1988.89306641	-1017.28527832	159.81280518	-1817.98474121	-0.57001185	-0.24529876	2.01715016	0.06796129	2.05843234	7.26752758	2.08028507	7.83464670	-131.15611267	-607.89178467	491.22012329	-467.46133423	-0.09593196	0.37403914	1.93601775	0.05248412	-0.44700903	4.11909342	0.36123273	4.15899467	42.51309586	85.68609619	531.37524414	-35.66947937	-0.03088205	0.02886224	1.82923114	0.10621247	-6.57600117	-18.33273125	3.86014390	19.85531425	31.98038292	928.26806641	638.85839844	-743.21160889	-0.24097900	-0.41966453	2.77813029	0.02021126	-1.11484957	0.32815835	-3.99186206	4.15758801	-92.83877563	-66.96472168	-53.30079651	66.31032562	-0.27166939	-0.32671836	2.81252360	0.03411433	-1.01208758	-3.99642944	-6.70745850	7.87310410	61.45684433	147.27236938	-142.82785034	21.25231171	-0.18258280	-0.12228689	2.81528091	0.02224358	-0.17018609	-1.42811620	-1.16377187	1.85009313	-49.33352280	75.14054108	131.49290466	-106.12277222	-0.17431147	-0.14724849	2.76819539	0.01777385	0.33536354	-0.55539185	-1.32282495	1.47336173	-72.37590790	-60.56622696	91.65810394	-76.86647797	0.17564815	-0.21151821	2.60795999	0.11761432	-0.98081815	8.70360184	-2.54937696	9.12217140	-190.61918640	-500.62615967	331.56823730	-541.83654785	-0.72880739	-0.17219146	2.72497654	0.08831283	0.87824655	5.32813072	6.38197136	8.36001492	61.94689560	-588.37017822	-351.14849854	-622.99200439	0.00197199	0.06605676	2.88048458	0.09542517	-7.76786709	-3.33929110	3.23538876	9.05308628	623.27764893	135.13931274	-225.70162964	-663.26916504	0.01471369	0.08744245	2.85763717	0.08111484	4.97202349	-3.72799182	-0.64541709	6.24784040	-408.53067017	107.63849640	277.80358887	-400.71081543
